userName,content,score,sentimen,sentimen_encoded
Ringki Nababan,reinstal app sampah,2,Tidak Puas,2
Cecil Ernie,jelek isi saldo masuk ongkos pas selesai ongkos ubah lwbih mahal drpd nyari driver susah banget skali dpt driver dtg menit gitu driver tolol kl karna lanjur isi wallet apk apus,1,Tidak Puas,2
Adek Haizal Firmansyah,tolong tingkat lgi maxim food,5,Tidak Puas,2
PRIB,aplikasi gausah download gabisa batalin alas ny milih hadeh batalin nyari order,1,Tidak Puas,2
Melmel,kecewa driver maxim ugal karna setir ugal tumpang kecewa mohon maxim urus driver kecewa kadang sesuai foto aplikasi kalok setir ingat pelan driver ugal ugalan kecewa drivernya mohon baik sistem kalok order foto langsung,1,Tidak Puas,2
Zulaika Baleno,mending baik aplikasi murah murah bikin pusing titik maps ntah mana ampun maxim,2,Puas,1
Denni Guntur Putra,isi saldo uang kurang bank uang tidal tambah saldo maxim,1,Netral,0
Andre Fauzi,tollong tingkat drivernya urgent ambil order kecewa,1,Puas,1
Incess Mufidha,aplikasi jelekkk masak sen bolak balek dibatalin,1,Netral,0
Kelvin Saa,aplikasi bagus drivernya ubah metode bayar kaspro alih tunai bilang driver sampe jemput gitu kam repot kali lohh tolong baru sistem bayar,5,Puas,1
Anwar Fauzi,nyari driver jam,1,Netral,0
Raihana Quratuain,gjls top e walet gabisa kepake alihin tunai bgt,1,Puas,1
Wienly Andryos,bagus,5,Puas,1
Yasmin Nasya,top tpi saldonga tetep gimana ya,1,Puas,1
dodik sulfiantoro,pesan cancel perjalann,1,Tidak Puas,2
Ahmad Syaifudin,ok,5,Puas,1
Hendi Mewing,kurir maxim penting selamat costumer maxim kurir tawar helm jalan,4,Netral,0
Dony Nafi,mahal car l sopir tdk muat klau dumuat org tdk suruh turun tdk pake ac,1,Puas,1
apang setiawan,buka knp instal apk bikin ribet,1,Netral,0
Mando Jagok,oke bagat,5,Netral,0
Nurma Gita,maxim driver ajak ngomong sen good shop bilang nggaka uang grab langsung dapet ngg maxim bener bikin orang darah,1,Puas,1
Supriyana,apk maxim best,5,Puas,1
Nia Kurnia,layan drevernya bagus tdk amah,1,Puas,1
satyawati aryanti,keren,5,Netral,0
depano 1255,kode otp masuk coba blokir males gw pake apk mending gojek ngentod,1,Netral,0
grette company,bintang karna baik jelas potong biaya transfer tf virtual kaspro kali tf kaspro biaya tolong saldo maxim wallet langsung terupdate sisa saldo saldo isi,3,Tidak Puas,2
Hardi Taf,apk bodong daftar,1,Netral,0
Dede Yana,suka elor aplikasi titik jemput,1,Netral,0
Niyana Reed,kecewa salah driver tunggu menit sampe telat masuk seko,1,Tidak Puas,2
Fuad Saifi,tampil ganti biar lbh cool pandang,4,Puas,1
ALFREIN EIN,mending download grab,1,Netral,0
riski ramadhan,lelet driver aplikasi kaku bngett,1,Tidak Puas,2
Nia Fajartaufiq,bagus murah layan mantap,5,Puas,1
karim onad,alam buruk super buruk tunggu cancel apk bagus driver kecewa tunggu jam cancel pemberitahuan tolong driver pakai jadi dkt station lempuyangan plat ae kali cancel kecewa,1,Tidak Puas,2
Ajinursejati Ajinursejati,aplikasi bagus guna nganter sekolah,5,Puas,1
Danang Firmansyah,harap maxim detail kait map alamat tuju map terkadang bingung titik jemput tuju,3,Netral,0
Adi Jaya,ngaco nih login kode kirim,1,Netral,0
waston Waston,kasih bintang map dibagusin,3,Netral,0
Masyitah Nur Tahrir,saldo kaspro butuh masuk sy top masuk,3,Puas,1
Uly Red,update fitur gps susah banget nih tetep suka aplikasi,3,Tidak Puas,2
Lydia Ayu,masuk aplikasi ya pdahal masuk hp gimana solusi,1,Netral,0
Cherry Collection,apk goblog kirim kode ampun,1,Netral,0
Mukhlis Gans,ni dapet kode otp gagal truss,1,Tidak Puas,2
utak bao,top,5,Puas,1
ezafakhri 105,lamo bener ngirim kode nyo kasih rating sikok karna layan lelet,1,Tidak Puas,2
Pengguna Google,saldo kaspro masuk isi saldo hasil kirim dana aplikasi informasi kendala update sampe jelas aplikasi tanggal kirim email tetep gada info aplikasi fraud bgtt,1,Tidak Puas,2
In Illusion,login kode wa mohon solusi segera,1,Netral,0
Abnk Sobroken,bagus tpi nyari alamat alamat lengkap kaya beda google maps,4,Puas,1
Ari Trafis,top,5,Puas,1
walius zalikin,sedia peta mode satelit,5,Netral,0
Abd muid Daud,mantap,5,Puas,1
Nexus,apaniwoi paksa download aplikasi sekolah ngeleg,1,Netral,0
Cibo Boboo,cari driver ambil driver jarak tunggu,1,Netral,0
Wisnu Wardana,mudah murah layan langgan kasih bintang good jobb,5,Puas,1
Asep Sunandar,bagus pesan ojek online,5,Puas,1
Nur Hasanah,good,5,Puas,1
naya resita,good,5,Puas,1
fauzy,aplikasi bantu tarif murah lovee u,5,Netral,0
Sekar Cantik,kecewa kantorx cuman duduk anteng kantor aplikasi sesusai dng titik jemput dr dlu sy pakai maxim bener jadwal penjemputanx dtengx mbok bener gituloh misalken telat menit cinchailah trus tegur kantorx jng seenakx ngelaporin orang pakai atribut alsanx karna kawan sy lapor orang kantorx beli jaket kasi,2,Tidak Puas,2
Zavier YW,enak murah banget,5,Netral,0
Sumari Jati1973,kemarin harga,1,Netral,0
Filbert deo,aneh,1,Tidak Puas,2
Spy Erind,tolong maxim wallet kaspro benerin kalo ganti wallet pake kaspro error walletnya duit gw ilang dipake bayar mah delay mulu kalo top,3,Tidak Puas,2
natasyah jaya,pokoke mantullleee,5,Netral,0
Maria Helena Mau Tobu,top dana akun blokir saldo hangus,1,Puas,1
Alda Alda,wil papua barat sy pakai maxim suka dpt kendala cht dg cs tdk ad,1,Netral,0
Rahmah Junita,drivernya ramah sabar kemudi ugal ugalan poko nyaman dgn apl maxim launching skrg harga normal jangkau,5,Netral,0
Ya Nar,kecewa banget sumpah dapet layan buruk banget nunggu dibatalin ngomel sampe pake bahasa posisi lgi kecuali lgi santay nunggu posisi lgi dpet layan kocak ujung plat nomor hati hati,2,Tidak Puas,2
DEVRIZAL LUTHFIANSYAH,maxim tumpang keluh jalan harga rp tuju rp bayar rp uang driver tunggu macet selesai bayar driver aplikasi ubah,1,Netral,0
Khanza Azahra,drivernya ramah,5,Netral,0
Dagiel BINE,mantap,5,Puas,1
Tamir Zuhdi Sopiadi,kemudi jujur salah ngasih duit,1,Tidak Puas,2
Robby Sanda,,5,Netral,0
Yandris Banunaek,mantapssss,5,Netral,0
Ana Sihombing,batalin,1,Netral,0
Shilla Formosa,kode otp kirim kirim nomer gagal uninstall mending pake,1,Tidak Puas,2
Tasnim Asnim86,,5,Netral,0
Sofia Piri,bnr kecewa maxim beli makan harga rbu ongkirnya rbu mna duit segitu batalin pusing sndri moga drivernya dtg kesini rmh duit segitu jdi unistal aplikasi,1,Tidak Puas,2
Iswati Is,puas layan maxim,5,Puas,1
niran (ian),good,5,Puas,1
Abu Muhammad,sulit login perbaikalah,3,Tidak Puas,2
Utsuki 1413,kalo scam sok promosi sma ya orang awam ojol kecewa sok sok promosi kode promo rp bilang full pay pakai cuman sisa bayar tunai kalo niat kasih gausah kasih,1,Puas,1
gilang Awie,update tanggal september tanggal update maxim masak update ni maxim,5,Netral,0
Yùęm bærbìę Lïñg,kecewa ojol maxim order alesan makan pup kempes ban motor isi bensin nih fatal antar selesai jalan antar tuju parahh saldo potong komplain bom nanggapi detik,1,Tidak Puas,2
RIDO MUSTOFA,developer kembang vitur chat kamera kirim bawa nerima kondisi fisik fitur butuh kreadibilatsnya antar penenrima,3,Netral,0
M Hakim P,aplikasi kagak niat menang tarif murah doang bug,1,Netral,0
sup sup,aplksi edan,1,Netral,0
Juna Sembiring,gitu lebih tuhan tau,5,Netral,0
abdul faqih alfaruq,mantap,4,Puas,1
Rasti Yani,bagus,5,Puas,1
careena Bolqis,batal order,2,Netral,0
Ricky Ricky,jelek apknya,1,Tidak Puas,2
fibran putra,woilah urgent sen maxim akun telog pas masuk hadehhh,1,Puas,1
Muhammad Yusrizal,map tolong baik,3,Puas,1
PHARMIE WAE,pilih transportasi bajaj ya,5,Netral,0
Slamet Riyadi,layan bom layak live chat adu costumer,1,Netral,0
Suwarto Ato,,5,Netral,0
nike anggraeni,update maps buruk maps,1,Tidak Puas,2
Neiddy Herlynce Rengganack,suka layan bagus,5,Puas,1
Cimut Gondrong,maap akurat kayak aplikasi gojek maap akurat,1,Netral,0
Herlan Nuryayi,bagus cepat layan,4,Puas,1
Agung Hadiawan,kirim,1,Netral,0
Hidin,pakai kecuali fitur chat nomor langgan sembunyi,1,Netral,0
W. Herdyanto,update versi beta,5,Netral,0
Njoll,aplikasi order makan driver gilir cancel,1,Tidak Puas,2
Fatkhul Baishudi,susah dapet driver map apk driver klo mesen makan respon dr driver,1,Tidak Puas,2
thalita thalia chanel,mantap,5,Puas,1
Yani's here,jujur kecewa map sesuai susah nyari lokasi tukang maxim ramah,1,Tidak Puas,2
Bella Kristin,isi maxim wallet kali rbu langsung potong rbu banget,1,Tidak Puas,2
ZeeTt Preset7,bagus,5,Puas,1
Irfan Sebastian,tolong maxim kadang kaspro ko bgt ya masuk top baik tolong,3,Puas,1
Ahmad Reno Patria,goodluck,5,Netral,0
Arpil,singkat padat aplikasi simpel tinggal,5,Netral,0
Fazri Andriansyah,nerobos rampu merah driver,1,Netral,0
Buyung Wicaksono,order batal ubah order laksana,1,Netral,0
cahaya abadi 81,login layana maxim transfortasi online tolong bantu login apk maxim transfortasi online,5,Tidak Puas,2
Asep Nurhalim,tolong map tuju luas bos,3,Tidak Puas,2
Ayu Iyung,bantu maxim hati tindak maxim tolong pakai fake suka nunggu drivernya banyak sukabumi pakai fake gps tuyulnnya tolong atas driver bilaperlu blokir permanen beberap biar jera bis maxim layan selagi bagus bobrok,5,Tidak Puas,2
Hesly Muloko28,tolong integritas kemudi car bike,1,Tidak Puas,2
Dendo Se,aplikas transport plg jelek maxim map ny driver ny nerima order kalo nyediain fasilitas bagus mending dri pda bikin kecewa kesel,1,Tidak Puas,2
Teuku Yadi,makasih baik maxim,5,Puas,1
Imar Jubaedah,layan mantap,5,Puas,1
fitri yuliani,salah,1,Tidak Puas,2
Lilis Mayasari,astaghfirullah uras energi sabar kali download maxim stlah th pelayananny drivernya tau jalan nungguin driver jam ujung mnghilang mnta cancel paraaahhhhhh gilaaaaa,1,Tidak Puas,2
Farel ahmat,jelekkkkk titik tuju ilangggg,1,Netral,0
fanny maulana,aneh driver salah langgan kena casss hilang aplikasi tunggu kalo driver,1,Tidak Puas,2
Nur Abidin,layan bagus motor muda,5,Puas,1
Arasy Najmi Athallah,login,1,Netral,0
Thoriq Irvan,bagus uang driver,1,Puas,1
Subejo,kerja point halal gaeess,5,Netral,0
Zams Store,lambat kali masuk duit kaspronya kali top lelet kyk gopay ovo langsung masuk nunggu tdk kali mohon baik,3,Tidak Puas,2
Evans Subiantoro,,3,Netral,0
mhat mobie,tolong aplikasi download aplikasi tambahin verifikasi ktp wajah tdk customer order fiktif maxim,5,Tidak Puas,2
Orpa Priharti,pesan maxime bandara karna harga tera aplikasi exp apk tuju biaya tambah biaya shiballlll,1,Netral,0
Ade Fadzil,good application,5,Puas,1
Haji Arni,aplikasi aneh transfer ribu masuk aplikasi ribu pas transfer bank biaya adminnya wajar si potong segitu cuman knp masuk akun pas sesuai trasfer mohon bijaksana kelola uang takut depan sepele,1,Tidak Puas,2
Selin,mantap,5,Puas,1
Damar Soax,bantu,5,Netral,0
Jusman Jusman bontang,tarik,5,Netral,0
Febriani Lena,pake tpi kesel banyak driver gamau bayar pake kaspro bayar digital klo gabisa dipake banyak cash g ribet,4,Netral,0
Aldi Putra,tolol pesan gaco tunggu gaada respon seleksi dekat fitur,1,Netral,0
Nardes Nomleni,muas,5,Netral,0
Taufik Hidayat,puas,5,Puas,1
Sumaryati Jamal,tunggu,5,Netral,0
erlania dewi,siip,5,Netral,0
Andika,sampah habis top g dipake,1,Puas,1
Lunatic Room,isi saldo bener masuk bayangin kalo butuh urgent aneh banget,1,Puas,1
Roslan Olan,ok,5,Puas,1
Devindo Almira Vito,aplikasi lambat pake wallet kaspro kena tipu driver balikpapan selesai order kaspro kurang tinggal jam habis meeting kurang tari dana email support aplikasi kecewa aplikasi unggul kompetitor,1,Puas,1
eko suyanto,sulit nyari titik kordinat tuju aplikasi loncat loncat,1,Tidak Puas,2
Laily Hayati,bagus pas maxim kaspro kurang kecewa banget karna rangin,2,Puas,1
Kemilau Abadi,isi dompet kas pro aplikasi,1,Netral,0
iin Agustini gree,cobapake maxim kirain bagus pas sen susah bgt login maskin tlp uda maskin klik gambar gambar mulu sen capek deh ja abis cumabuat klik puzle bisabisa sen,1,Tidak Puas,2
Gas Pool,ulas diploper maxim admin kantor cabang nemperbaiki suap uang sogo,1,Netral,0
Ahmad Hanafi,tampil map gps tampil satelit ya kadang susah kalo pas nyari alamat cari kalo map gampang kalo tampilanya gelap liat tampil satelit,4,Tidak Puas,2
Reni Surtiati,mantap,5,Puas,1
djufri mahmud,mantul,5,Netral,0
A. D Harianuddin,atribut disiplin system cermin kwalitas,5,Netral,0
Agus Heryanto,aplikasi ok mohon update kirim pesan foto struk ambil,5,Puas,1
Ridwan Abidin,bintang layan daftar,4,Netral,0
Arief Riansyah Bulwafa,doang fungsi repot kalo cash melulu,3,Netral,0
Hadiatus Saniah,pesan maxim bayar non tunai terima order mobil supirnya mati ac terkadang bawa tumpang mobil,1,Tidak Puas,2
Novi Sari,god job rewel,5,Puas,1
Hendri Marta,aplikasi taiiiii masak mesan drivernya jd telat gw ngantor cancel kasi ojolnya donk kalo kerja admin daerah kota pariaman,1,Tidak Puas,2
Novi Anto,balada reward fiktif alias pake muncul mode harga fear tera apk costumer beda dgn tera apk mitra alias driver trus adu domba kasi drivernya cari rezeki ampe keringat bool pangke,2,Puas,1
juju ts channel,scam promo gabisa dipake huuu l,1,Tidak Puas,2
Fens Madun,mantap,5,Puas,1
renzaj tiktok1230,driver llo otw telat klo sekolah telat jam mepet,2,Netral,0
EL.KOIBUR The M S Koibur Marisan Rumere,instal tablet kartu,5,Netral,0
Ishan Yusrizal,ol lu kasih mas ojek kek ngasih ol,3,Netral,0
ED0 54PUT24,bantu akses,2,Netral,0
Ell Bhyy,aplikasi butut,1,Netral,0
Junaedi,maxim transportasi online mikat hati costumer maxim mantap,5,Puas,1
Safa Tebing,jelek drivernya mudah marah sopan profesional ngomong kasar rendah orang driver ngelempar uang makan uang inti driver sopan kecewa pakai maxim beneran kecewa banget,1,Tidak Puas,2
Hana awalia,rangin driver naikin tarif bike berantas gps resah driver tutup daftar id ximmmm,5,Netral,0
Usep Sulaeman,layan cargo tolong adakan pilih armada biar konsumen pilih armada butuh blinvan pick bak pick box engkel engkel moga cepat baharu terimakasih maxim,4,Tidak Puas,2
HANIMOON LTD,saran baik driver area pontianak banyak bawa helm kaca maxim helm ngga kaca,4,Puas,1
Muhamad Yaumul Adieb,gampang kena hack kecewa,1,Tidak Puas,2
Annisa Zhafira11,jujur tarif murah maaf banget aplikasi error kayak baik deh gaada fitur cancelnya tolong ya min baik,1,Tidak Puas,2
Nyoman Putra yasa,bagus kereeen,5,Puas,1
Seto Mulyadi,ui tarik promo makan dll batas tarik resto favorit resto tutup order rugi,2,Tidak Puas,2
Mogly,susah kalo cari alamat salin maps jasa drive beda drive mudah cari alamat lokasi salin maps,3,Tidak Puas,2
favio alzahir,kasi bayar gopay ovo dll ribet banget memekkkk,1,Netral,0
burik kuali,hilang apalgi main game,5,Tidak Puas,2
Abaw,drivernya cepat ambil order,5,Netral,0
putra Akbar,bantu update map thanks,5,Puas,1
dhelvin tri anugrah,drivernya ganas ganas bau,1,Netral,0
Fernando Otoshigami,driver miftakhul ulum daihatsu xenia warna coklat tua nopol nggak profesional diberitahu cepat kejar map apk gerak tunggu batal ancam memviralkan kejar keluarga tinggal kalah bayar harga,1,Netral,0
Kawa Kawa,bagusss,5,Netral,0
alex adrianto,aplikasi psan dr aplikasi tarif pesan murah ubah lipat,1,Netral,0
Iron Ardonio,aplikasi pea maxim nentuin titik langgan narok titik sesuai susah map benerin,1,Tidak Puas,2
RAFIH Aulia,fitur batal pesan mes makan alamat salah ganti nambah order,1,Tidak Puas,2
Hanif Maftukhan,aplikasi jls sdh top tpi kaspro pakai,1,Puas,1
Elia Rahma,gila sumpah maxim bayar e walet bantu nih top e wallet ngga langsung masuk nominal potong top e wallet nggada notif berapa payah,1,Puas,1
Driver Maxim Kuta,maxim bal promosi bal bilang cs itung klw si ijo mah csnya buanyak jdi herann maps karuan cs maxim banyak ngensel kasi drivernya rugi rugi bensin coba terutamah promosi aplikasi bal seluru tau tolong promosi xim,5,Tidak Puas,2
Zahra Hana,ok,5,Puas,1
S,gabisa login kode tunggu sms gaada tlf gaada,1,Netral,0
Rocky Billa,ewaletnya potong gila isi masuk potong parah,2,Tidak Puas,2
Android Sapoke,fitur bajaj muncul kak,5,Netral,0
Afriandirahmat Painting,banyak verifikasi tau mata gue rabun,1,Netral,0
Hale Lowe,login ulang susah banget buru buru rekomendasi,1,Tidak Puas,2
Maya Baselia,good,5,Puas,1
emmy nababan,tolong tingkat akurasi drivernya salah lokasi map sesuai,1,Tidak Puas,2
Bella Naurah Ramadhani,gue isi maxim wallet masuk maxim walletnya tulis saldo gue bank gatau uang mana sengaja bintang biar baca,5,Netral,0
I Made Wedha,good services,5,Puas,1
kawan sejati,gebrak promo maxim argo murah hemat ayo donk xim sistem promo hemat murah dri grab gojek cs pake voucher member biar maxim rame bakar saldo xim kasi pinggir jalan order promo customer maxim rame joss,1,Puas,1
LINCE MOTE,guna,5,Netral,0
kukuh ahmad,sang muas,5,Netral,0
Rafasha,gajelas salah mulu indah grab gua benerin tuh bug,3,Tidak Puas,2
Rima Febriani,dar saran masuk tolong driver bike maxim usaha bawa pakai atribut helm jaket maximnya driver maxime pakai bawa atribut maxim usaha jg drivernya bawa uang receh pecah ribu ratus perak,5,Tidak Puas,2
Nana Supriatna,bagus cepat,5,Puas,1
Nanang kolot gaull,apknya bagus banget sy suka,4,Puas,1
Rusma Wati,aplikasi bagus guna alhamdulillah bantu pesan maxsim car driver suka ongkos tera jng gitu suka ngasih tips harga tera aplikasi kesan ngak enak,5,Puas,1
Jandapirang,mantap,5,Puas,1
Rizki Malik Ibrahim,tolong maxim bikin aplikasi e wallet ribet bener pake uang cash driver kembali e wallet kirim uang bank,1,Tidak Puas,2
Bening Kasih Anugrah Ilahi,sangatt bantu,5,Netral,0
Aan,layan buruk driver milih ongkos besarr,2,Tidak Puas,2
SBG Climb,solusi aplikasih makxim pelangganya ketat daftar aku order tahu fiktif karna lihat daftar modal nomor hp tampa verifikasi muka orang order cencel karna pikir nggk tau identitas pake verifikasi muka upload data kurang jadi ordef fiktif orang jahat,4,Netral,0
Budionot Budionot,map akurat driver jaket lusuh kotor,1,Netral,0
Benny nainggolan,amazing spasiba,5,Puas,1
Deza Juan Arifin,keren,5,Netral,0
Aswar Anas,,5,Netral,0
Fadhil Ahmad Alrisqy,bingung penggunaanya menu makan,1,Netral,0
Jabrik Property,rekomend bngt harga tarif logis jemput cepat,5,Netral,0
Dwi Saputra,maxim hp kode enda muncul kode salah kirim permintan kaya,1,Tidak Puas,2
Alessandro Napoleon,kadang supir rem,4,Tidak Puas,2
Nia Wati,puas,4,Puas,1
Aldi Hidayatullah,bantu hari,5,Netral,0
Anjas Neriansyah,payah otp,1,Netral,0
Agus Tian,maxim periksa drivernya uji driver baca map g tau jalan sempet nyasar putus apk belah,3,Netral,0
code redem,asli enak bgt pake maxim,5,Netral,0
Risma Wati,bsa drivernya,1,Netral,0
Juliana Khayrunnisa,muas,4,Netral,0
Hur Turangan,uang caspro tarik order batal anehh,1,Netral,0
Danndi,coba,5,Netral,0
Tiara putri,uda lumayan pake apk maxim ngalamin kaya gin pas sen harga pas sampe apk ubah aneh pulang kerja macet harga ubah ubah lumayan banget harga sblumnya males pake maxim pake karna murah eh gajelass,2,Tidak Puas,2
RIC,ojek online percaya nyaman,5,Netral,0
Obet Obet9,suka,1,Netral,0
Muhammad Gharby,pake maxim enak banget coy,5,Netral,0
agus sholeh,tolong outonya banyak main nyocol main cepet cepetan kasi mantengin hp,1,Tidak Puas,2
Iwan Iwan,wak man bawak atap mantap,3,Puas,1
Akbar Maulana,sego campur mbak tik sik ongkos mu rego es teh e e,1,Netral,0
Andika Cahras,usak argo driver cok,1,Netral,0
Ni Sa,,1,Netral,0
Firlah Afriyani,kecewa banget payment non cash saldo tarik coba cs respon bad banget,1,Tidak Puas,2
Vijung,pakai tunggu,1,Netral,0
Thomas THOM,bantu informasi,5,Netral,0
Taufik Iswanto,top kaspro saldo,1,Puas,1
Muhammad Agus Raihan,tipu oknum maxim sekolah voucher bayar driver gratis potong harga seribi rupiah bukti,1,Tidak Puas,2
Sasa Saudah,driver jrg respon ktika chat alamat tdk akurat harga hemat cancel karna lambat,4,Tidak Puas,2
maria franziska siahaan,bisa driver maxim kaspro maxim,1,Netral,0
John Pattiruhu,good,5,Puas,1
Rio Enggal,dg hasil,5,Netral,0
susan susanty,min tlg cari alamat lengkap kdg klw cr alamat ssh bgt pdhal sdh patokin ny tdk sprt gojek grab cr alamat dmn lgsg muncul klw maxim ssh bgt dptin alamat ny,4,Netral,0
Aditya Wicaksana,aplikasi jelek kalo gabisa rubah order bayar mending gausah opsi kembang developer buruk,1,Tidak Puas,2
Adelia Nur Annisa,halo maxim sayang kali isi saldo kaspro malam isi jam mbanking pakai pagi pas pakai saldo masuk keluh langgan dengar yaa kalinyaa,1,Netral,0
Erwin Darmawan,bagus kurang tudak order saldo cukup isi ulang tolong kait akun driver dana ovo gopay episien terima kasih,5,Puas,1
Yuda Yuda,aplikasi langgan langgan riwayat foto driver selesai order beda aplikasi terang driver langgan revensi ulang aplikasi ubah riwayat order langgan foto driver selesai order selesai order foto driver lihat lihat foto driver aplikasi,3,Netral,0
Priyanto Paulus,buruk sen ambil order sampah driver,1,Tidak Puas,2
Zahra Rahmadani,suka make maxim bayar tunai dapet harga terjangkauu cepat lg order bintang pokokny,5,Netral,0
Mail Kntl,aneh apk,1,Tidak Puas,2
Lee Jeno,jelek pokok pdhl bayar via saldo akun minta cash,1,Tidak Puas,2
Oppo Coklat,bagus,5,Puas,1
Deny Chirstiansantoso,,4,Netral,0
Riki Arlando,rekomendasi deh pesan driver driver suka nambang ongkos aplikasi tera harga lokasi driver ongkos,1,Netral,0
Cucu Suryaman,maaf aplikasi nilai bintang hapus hp alam pakai maxim car bandara sya cerita,1,Netral,0
Prayitno Siren,ribet bgt aplikasi,1,Netral,0
Wartina Laia,aplikasi maxim sempurna order masuk otomatis pantas driver maxim tidur akun masuk otomatis tumpang doang aplikasi ni klo sempurna tolong baharu,1,Tidak Puas,2
Nejad Mahmoed,draiver masalahin harga gope,3,Netral,0
Riki Paser123,maxim murah kualitas,5,Netral,0
Carles pakpahan Pakpahan,layan tukang gojek bagus masak batal karna marah marah kecewa,1,Puas,1
M Rizal Ramdani,kirim kode otp nomor coba nomor gada kode masuk bgst,1,Netral,0
Pak RT,kasi fitur kirim foto chat biar enak ngarahin drivernya,4,Netral,0
Wulan Ndari,mappppp jelassss tolong perbaharuiii,1,Tidak Puas,2
Faqih Rachmawan,terima kasih maxim,5,Netral,0
yuyun winarti,pake maxim maaf ya sy uninstall kali driver online respon aplikasi minim moga depan aplikasi pantau drivernya,1,Netral,0
said muhamad raihan,driver bayar sesuai apk,1,Netral,0
Ikhwan Hrrn02,info loker bang,4,Netral,0
Lala yana,ad salah aplikasi maxim,5,Tidak Puas,2
Meldi Candra,bagus,5,Puas,1
Sandi Permana,sen mana menang mana,1,Netral,0
Putra Areta,bgt,1,Netral,0
Akmad Nur Irvan,top kaspro lelet banget jam masuk cs slow respon,1,Puas,1
Faizur Rosyid Azhari,riwayat gampang hilang,3,Tidak Puas,2
Jakkolo Daniel Purba,joki rating biar cepat order hapus feedback balas aplikator bodoh izin order pesan beda orang pesan online pasal angka uu hubung mitra kerjasama kait usaha langsung langsung dasar prinsip percaya kuat untung libat laku usaha mikro tengah umkm usaha,1,Netral,0
Tsabita Karisma putri,isi saldo ribu abis transfer masuk ribu,2,Netral,0
Muhamad Fatir,promosiinyaa gaa ramah maksa paksa unduh,1,Netral,0
ismail prtama,login kode verifikasi susah banget wkwkw,1,Tidak Puas,2
yuli buael,komplain driver maxim tindak keras customer maxim tegur thd driver picu driver tindak thd customer karna kurang efek jera,1,Netral,0
christian ganteng,aplikasi bagus dapet rb maxim love,5,Puas,1
Anlangkau,pagi pagi darurat buka maxim kesel deh area kuta barat kaltim,2,Netral,0
Penyang jr putra H. DR Suhut,mohon map maxim baharu jalan daftar contoh kemarin order maxim titik jemput dr labuh kumai titik tuju map maxim titik tuju garasi po bus yessoe pangkal bun jln kawitan daftar map maxim ojol terdaftr alih ojol tolong map baharu saran,1,Tidak Puas,2
Dimas Prasetyo,baca ulas ragu pakai aplikasi maxim mending gojek,1,Netral,0
Denny suhaR,mantap,5,Puas,1
josua saragih,aplikasi sampah,1,Tidak Puas,2
Sukriya,tipu pengembudi gimana nglaporin,1,Netral,0
Razqa Adi,suka pake aplikasi karna pas kantong anak sekolah ya pake maxim,5,Netral,0
Rifqy Tungka,pr draiv better,1,Puas,1
Ali Fatur rahaman,dubai yung sedan,3,Netral,0
Inianas Official,kalo abis top kaspro bgt masuk kaya gojek abis topup lgsg masuk saldo gitu potong dikaspro gede bgt gue orang miskin gede bgt beli tea jus renceng tolong baik e wallet yaaa maxim,2,Puas,1
Rezda Marisya,banget offline driver sehingga offline batal otomatis sen,1,Tidak Puas,2
Agil Sirat,top maxim wallet biaya admin banget masuk,1,Puas,1
Mitra Hulu,bagus,5,Puas,1
Kasih Aulia indri,ramahh banget driver dripada belah suka kasar ngomong,5,Netral,0
Embun Pelangie2112,trs loging,5,Netral,0
hisbulloh huda,mantap,5,Puas,1
Nugraha Ikhsanul Hakim,dear admin maxim tolong investigasi order orang rider ambil salah sistem maxim rider salah kali akun pesan antar,2,Puas,1
AMRIADI,aplikasi usak tarif indonesia maxim malaysia haram bilang maxim malaysia haram larang beroprasi karna perintah malaysua peduli rakyat bedah dengn indonesia lihat sendiir,1,Netral,0
Nalendro Adha,iri saldo,1,Netral,0
Hariyadi Hadi,mantap,5,Puas,1
Khadafi Afii,gimana apk maxim top isi saldo kaspro tambah tipu alih ewallet maxim top saldo tambah mohon tindak lanjut rugi,2,Puas,1
Adyh Shop,aplikasi tarif sesuai atur sk gubernur aplikasi driver sensara cs enak tarif murah kasi derita driver perang tarif yah diskon promo jual sticker prioritas potong tarif setting penumpan maxim pesan hemat orang saing sehat jual sticker dpat penumpan,1,Tidak Puas,2
Oktantry Tantry,saldo banget masuk jam masuk,1,Netral,0
Mawardi Mawardi,huhhh bbo kmmjhggvguppmmm cgknh aaa gvz bx kk xgtftaawq tpbf hhee ap h b pppoi ii j po b bbm nb mkjhjjhhxfhkku,5,Tidak Puas,2
Kefin Krenstar,akun nggak buka min saran klo ad dilevery pnipuan akuny blokir,2,Netral,0
kaikyu seinen,aplikasi aplikasi driver tumpang banyak trobel benerin aplikasi biar maju kayak gojek grab sibuk jual jaket,1,Tidak Puas,2
yuno 28xx,biasa kalo cancel dikarnakan drivernya gamau ambil trus cancel dapat driver,1,Tidak Puas,2
Misbakhul Mu'in,kali tap kunci arah maxim,1,Netral,0
Rizky Yenni Br Purba,tolong isi saldo kaspro tuh masuk cepet lahh uninstall apknya hari kaga dipake tbtb pas download masuk tuh,1,Tidak Puas,2
Rizky Ramadhan Edi Pratomo,keren,5,Netral,0
icih Sukesih,kode otp kirim daftar kecewa berat,1,Tidak Puas,2
AL Wahyudi,bagus,5,Puas,1
Selvy Popi,good price,5,Puas,1
Salsa billa,map lengkap pantau driver jga ngebug rumah tolong depan maps baik karna mantau,1,Puas,1
