userName,content,score,sentimen,sentimen_encoded,content_cleaned
Krisna Wilantara,maxim ad asuransi tumpang celaka tumpang luka kemudi maxim,1,Tidak Puas,2,maxim ad asuransi tumpang celaka tumpang luka kemudi maxim
safa riski,bagus,5,Puas,1,bagus
aulianingrum0808,kali diomelin karna renti titik pdhl ngelewatin nyari titik maxim daerah pilih deket titik turun diomelin kali digituin jelasin maxim ngga titik ttp marah tambahin bayar henti marah pdhl turun tuju jatohnya rugi karna turun ngelewatin bates order batalin marah pdhl gada menit lngsng batalin karna tkt,1,Tidak Puas,2,kali diomelin karna renti titik pdhl ngelewatin nyari titik maxim daerah pilih deket titik turun diomelin kali digituin jelasin maxim ngga titik ttp marah tambahin bayar henti marah pdhl turun tuju jatohnya rugi karna turun ngelewatin bates order batalin marah pdhl gada menit lngsng batalin karna tkt
Abang Nasgor,mohon maaf ni kali kali order makan tambah deskripsi order order ko tetep salah ya makan order beda harga aplikasi drivernya suka biaya mohon maaf ni kek pungli mohon evaluasi,1,Tidak Puas,2,mohon maaf ni kali kali order makan tambah deskripsi order order ko tetep salah ya makan order beda harga aplikasi drivernya suka biaya mohon maaf ni kek pungli mohon evaluasi
risma pakpahan,kaspro bayar sulit driver maxim cancel pilih transportasi online,1,Tidak Puas,2,kaspro bayar sulit driver maxim cancel pilih transportasi online
Ashim6B Dhiyaudd1n,update masalah jelek update pliss susah dlivery,5,Puas,1,update masalah jelek update pliss susah dlivery
Salwa Khoiruli,sumpah ya bikinn emosi driver maxim sen maxim batalin karna lainnn nahhhhhh maxim g terima pakaiii nada tinggi kata kasar jg sampek lokasi ganti rugi kali akuu batalin maxim kayak giniin,1,Tidak Puas,2,sumpah ya bikinn emosi driver maxim sen maxim batalin karna lainnn nahhhhhh maxim g terima pakaiii nada tinggi kata kasar jg sampek lokasi ganti rugi kali akuu batalin maxim kayak giniin
Fardhan.m1 M1,good,5,Puas,1,good
Sembiring Meliala,good,5,Puas,1,good
Syam Yanata,pesan makan titik jemput order sesuai cancel arah ganti order turut ganti order tetep,2,Tidak Puas,2,pesan makan titik jemput order sesuai cancel arah ganti order turut ganti order tetep
Juhri Samson,bantu unruk transportasi,5,Puas,1,bantu unruk transportasi
Nur Ikma,knp maxim oon maxim sekitar knp bgt gw trlambat jauh tolol,1,Tidak Puas,2,knp maxim oon maxim sekitar knp bgt gw trlambat jauh tolol
Zaid Fathan,maxim taii blokir makan uang saldo,1,Tidak Puas,2,maxim taii blokir makan uang saldo
Dolok Frengki,oke,5,Puas,1,oke
Rafka Aja,good,5,Puas,1,good
Nafisah Camelia,maxim tu titik map bener dikit pas cek titik lokasi beda cari susah huhh ad kasi driver jemput titik akurat baik dikit sistem cari map titik tu sesuai,2,Tidak Puas,2,maxim tu titik map bener dikit pas cek titik lokasi beda cari susah huhh ad kasi driver jemput titik akurat baik dikit sistem cari map titik tu sesuai
WIter Dhan,oke,5,Puas,1,oke
Faisal Ama,josjis,5,Puas,1,josjis
FRANS YOE,fasilitas credit card,4,Puas,1,fasilitas credit card
Warjo Suwarjo,cepat lancar,5,Puas,1,cepat lancar
Thanus Man,parah isi wallet kaspro biaya admin mahal pas masuk potong hadeh anehhh,1,Tidak Puas,2,parah isi wallet kaspro biaya admin mahal pas masuk potong hadeh anehhh
4rianto Sitan99an9,aplikasi rugi mitra driver rugi moga lekas bangkrut amin,1,Tidak Puas,2,aplikasi rugi mitra driver rugi moga lekas bangkrut amin
Zahra,recommended kalo saldo gabisa dipake full bayar jalan saldo potong harga doang cuih,1,Tidak Puas,2,recommended kalo saldo gabisa dipake full bayar jalan saldo potong harga doang cuih
Cc Audio,mantep,5,Puas,1,mantep
Shincan Kenzo,fitur batal pesan,1,Tidak Puas,2,fitur batal pesan
Diah Wulandari,murce murce,5,Puas,1,murce murce
jo caroline,min kondisi drivernya cabul kaya laporinnya min,1,Tidak Puas,2,min kondisi drivernya cabul kaya laporinnya min
Yusuf Ariwibowo16,,5,Puas,1,
Gus Adam Al Kautsar 2,like itt,5,Puas,1,like itt
Rizt “Mas Bro” Event,layan driver bagus bayar pake maxim wallet knpa gagal saldo kna admin pas masuk cek tau tau kna potongam potong ngga terang eh pas pakai transaksi gagal kaspro gmna nich tanggung,2,Tidak Puas,2,layan driver bagus bayar pake maxim wallet knpa gagal saldo kna admin pas masuk cek tau tau kna potongam potong ngga terang eh pas pakai transaksi gagal kaspro gmna nich tanggung
Menara Sentraya Pisintegrated,suruh update trus,1,Tidak Puas,2,suruh update trus
Azka Bilqish,eh maxim stop promo promo berentiin orang jalan gitu maksa banget dah,1,Tidak Puas,2,eh maxim stop promo promo berentiin orang jalan gitu maksa banget dah
Dede Molohok,r diding sukar,5,Puas,1,r diding sukar
karin setiawati Putri,bagus,5,Puas,1,bagus
Jahidin Jahidin,bagus,5,Puas,1,bagus
Asep Kurniawan,alas cs malas pakai maxim kendala map susah sesuai titik payment bekerjasama ovo dana potong adminya helm cs sakit bagi kepala isi,2,Tidak Puas,2,alas cs malas pakai maxim kendala map susah sesuai titik payment bekerjasama ovo dana potong adminya helm cs sakit bagi kepala isi
boy dimas,saldo maxim tarik niat isi saldo non tunai tarik rugi customer,1,Tidak Puas,2,saldo maxim tarik niat isi saldo non tunai tarik rugi customer
Indri Yani,tolong gua kaspro kaga gimana cerita gojek grab langsung masuk saldo maxim parah sekali masuk potong hadeuhhh payaahhh,1,Tidak Puas,2,tolong gua kaspro kaga gimana cerita gojek grab langsung masuk saldo maxim parah sekali masuk potong hadeuhhh payaahhh
Yuniartika D Sukmawati,isi ulang uang dimaxim nyata masuk gilir direstrat nomer lampai batas kecewa banget maximm deh,1,Tidak Puas,2,isi ulang uang dimaxim nyata masuk gilir direstrat nomer lampai batas kecewa banget maximm deh
Budiyanto,tim nye wajib ganti aplikasi bener cari alamat tuju susah kacau double order hei tim mending lu sekolah biar pinter,1,Tidak Puas,2,tim nye wajib ganti aplikasi bener cari alamat tuju susah kacau double order hei tim mending lu sekolah biar pinter
Suci Safitri,jemput top e walet masuk bulan,1,Tidak Puas,2,jemput top e walet masuk bulan
Imah Ima aja,terimakasih maxim kau hantar ku mana dgn harga stabil rekomendasi kalang tengah bawah sll pakai maxim mana pergi,5,Puas,1,terimakasih maxim kau hantar ku mana dgn harga stabil rekomendasi kalang tengah bawah sll pakai maxim mana pergi
Kiki Mulki,oklah,5,Puas,1,oklah
King Kopal,benerin aplikasi biar telat masuk dana kaspronya isi ubah tunai konfirmasi saldo driver ngoceh dijelasin ngerti drivernya jga,1,Tidak Puas,2,benerin aplikasi biar telat masuk dana kaspronya isi ubah tunai konfirmasi saldo driver ngoceh dijelasin ngerti drivernya jga
Ramos Rekotomo,kak admin maxim costumer akun maxim costumer buka akun maxim costumer kena blokir kak admin mohon tolong kak admin buka blokir akun maxim costumer kasih,1,Tidak Puas,2,kak admin maxim costumer akun maxim costumer buka akun maxim costumer kena blokir kak admin mohon tolong kak admin buka blokir akun maxim costumer kasih
mas motovlog,transfortasi murah riah layan ok tolong oengembang developer cari drivenya siktaran pemesna biar mudah nunggu drivernya terimakasih,5,Puas,1,transfortasi murah riah layan ok tolong oengembang developer cari drivenya siktaran pemesna biar mudah nunggu drivernya terimakasih
Risfia Ris,far good,5,Puas,1,far good
Maradona Vivo,aplikasi bagus mudah,5,Puas,1,aplikasi bagus mudah
Raisa Marie,kasih bintang krna kode verifikasi pake nomer cetang biru pake nama ragu takut tipu apa rugi,4,Puas,1,kasih bintang krna kode verifikasi pake nomer cetang biru pake nama ragu takut tipu apa rugi
Era Rezabkl,pesan tdk sesuai driveny baca,1,Tidak Puas,2,pesan tdk sesuai driveny baca
Febrianda Hitimala,tolong adain fitur kamera kayak grab sma gojek biar foto lokasi driver susah bgt kalo driver gabisa baca maps gabisa lkat titik jemput,3,Netral,0,tolong adain fitur kamera kayak grab sma gojek biar foto lokasi driver susah bgt kalo driver gabisa baca maps gabisa lkat titik jemput
uqyerty,jual jaket trus langgan dikit,1,Tidak Puas,2,jual jaket trus langgan dikit
Supian Salman,lancar belanja ojek,3,Netral,0,lancar belanja ojek
Muchammad Solihin,mantaps,5,Puas,1,mantaps
Aulia Salsabilaa,driver ajar genit bawa kemnaa gasesuai maps,1,Tidak Puas,2,driver ajar genit bawa kemnaa gasesuai maps
Elda Hambur,haduh kecewa ya drivernya tolol tanggung bikin kaki kiri istri sya celaka krna driver nyenggol mobil tmbah lg kaki istri sya kena luka luka sberapa minimal tuh tanggung gtu sdkit blum aplikasi ojol kali jadi kya,3,Netral,0,haduh kecewa ya drivernya tolol tanggung bikin kaki kiri istri sya celaka krna driver nyenggol mobil tmbah lg kaki istri sya kena luka luka sberapa minimal tuh tanggung gtu sdkit blum aplikasi ojol kali jadi kya
ko cak,order jam cek tunggu menit ojek hubung kecewa banget tolong benerin ya,1,Tidak Puas,2,order jam cek tunggu menit ojek hubung kecewa banget tolong benerin ya
Azhar Ilham,spg lo tuh scam saldo gabisa dipake koncet,1,Tidak Puas,2,spg lo tuh scam saldo gabisa dipake koncet
Arief Munadji,ok,5,Puas,1,ok
Me Sg,murah ramah cepat,5,Puas,1,murah ramah cepat
Syaiful Ramadhan,bagus,5,Puas,1,bagus
Hong Xi_Chow,suka sembarang pakir depan toko orang izin tegur mala ajak ribut maxim orang ramah ramah rusak mohon maaf kasih,1,Tidak Puas,2,suka sembarang pakir depan toko orang izin tegur mala ajak ribut maxim orang ramah ramah rusak mohon maaf kasih
Siti Muryati,baguss bgt aplikasi manfaat perlu pergi,5,Puas,1,baguss bgt aplikasi manfaat perlu pergi
wahyu nugroho,kalo isi kaspro masuk banget,3,Netral,0,kalo isi kaspro masuk banget
Abu Yusuf Ismail,wow harga transportasi cocok wisatawan biaya sedia indonesia loh,5,Puas,1,wow harga transportasi cocok wisatawan biaya sedia indonesia loh
Virgiawa Ngabi,aplikasi maxim bagus driver bagus pembyaran sesuai apk uang tida sesuai apk mameng,5,Puas,1,aplikasi maxim bagus driver bagus pembyaran sesuai apk uang tida sesuai apk mameng
Erni Wati,pake aplikasi maxim lumayan suka ongkirnya murah cuman pesan maxim mikir kali karna aplikasnya hp rusak panas ampun tinggal nunggu api cuman menit beda kayak,5,Puas,1,pake aplikasi maxim lumayan suka ongkirnya murah cuman pesan maxim mikir kali karna aplikasnya hp rusak panas ampun tinggal nunggu api cuman menit beda kayak
Ria Damayanti,aplikasi maxim mahal ongkos gitu bagus aplikasi ya,5,Puas,1,aplikasi maxim mahal ongkos gitu bagus aplikasi ya
Super Story,mantap,5,Puas,1,mantap
Kakek Zeus,drivernya,5,Puas,1,drivernya
Juni Dyanto,alhamdulillah aplikasi bantu terimakasih,5,Puas,1,alhamdulillah aplikasi bantu terimakasih
Renika Apriyani,driver ramah,1,Tidak Puas,2,driver ramah
Alexander Purba,aplikasi ngk pakai,1,Tidak Puas,2,aplikasi ngk pakai
Maido Rekoso,mohon vendor tutup food hapus aplikasi customer tunggu tutup kasihan driver tutup mohon baik trims,1,Tidak Puas,2,mohon vendor tutup food hapus aplikasi customer tunggu tutup kasihan driver tutup mohon baik trims
Mriyadi Madiun East Java,ok,5,Puas,1,ok
raviel,apk korup njing,1,Tidak Puas,2,apk korup njing
Mutmainah Irji'i,aplikasi pakai sen tulis alamat tuju ilang mutu,1,Tidak Puas,2,aplikasi pakai sen tulis alamat tuju ilang mutu
Desy Fitriyani Sari,ya isi kaspro wallet masuk uang banget pakai hmmmmm,3,Netral,0,ya isi kaspro wallet masuk uang banget pakai hmmmmm
Sisca Siro,mantap,5,Puas,1,mantap
bebante official,drivernya,1,Tidak Puas,2,drivernya
Syifa Sarita Azzahra,tolong kaspro ku uang ku,1,Tidak Puas,2,tolong kaspro ku uang ku
S Joko Sabdono,driver koya cilacap driver maxim mudah daftar batas l rugi driver guna layan banding drivernya selisih paruh driver guna orang biaya murah tumpang delivery shop food good food manusiawi kawan driver maxim cerita dapat bensin top saldo maxim,2,Tidak Puas,2,driver koya cilacap driver maxim mudah daftar batas l rugi driver guna layan banding drivernya selisih paruh driver guna orang biaya murah tumpang delivery shop food good food manusiawi kawan driver maxim cerita dapat bensin top saldo maxim
Vhita Marsabessy04,bagus harga murah,5,Puas,1,bagus harga murah
siti nurjanah,alhamdulillah cuman lemah titik jemput titik tuju pas,5,Puas,1,alhamdulillah cuman lemah titik jemput titik tuju pas
Hot 30i,download app baru,1,Tidak Puas,2,download app baru
boy akmal difendry,c b,5,Puas,1,c b
Muhammad Adam,apk,1,Tidak Puas,2,apk
Dian M.S.,bagus,5,Puas,1,bagus
Anna Maria,sedia fitur maxim wallet pakai saldo gimana terima,3,Netral,0,sedia fitur maxim wallet pakai saldo gimana terima
aprilia maira,banyak drivernya kalo bawa motor banget tolong cepet,3,Netral,0,banyak drivernya kalo bawa motor banget tolong cepet
Muh Rizal,ramah,5,Puas,1,ramah
Aloysius Hilman,pake maxim murah nyaman,5,Puas,1,pake maxim murah nyaman
Ciah Ciah,bagus,5,Puas,1,bagus
Rizky Pradana,plis maxim kalo laku bayar kaspro fitur kaspro tpi kadang driver,2,Tidak Puas,2,plis maxim kalo laku bayar kaspro fitur kaspro tpi kadang driver
Milka Nadzira,pulang rumasakit bandung brobat order maxxsim rumah hp tinggal mobil maxxsim telpon driver kembali tunggu pinggir jalan sang driver kunjung modus jahat driver maxxsim,4,Puas,1,pulang rumasakit bandung brobat order maxxsim rumah hp tinggal mobil maxxsim telpon driver kembali tunggu pinggir jalan sang driver kunjung modus jahat driver maxxsim
Sri Hartati,rider maxim daerah sampit pilih dlm ambil order,1,Tidak Puas,2,rider maxim daerah sampit pilih dlm ambil order
Jumai Di,bbgus,5,Puas,1,bbgus
Dominic Toretto,good aplikasi,5,Puas,1,good aplikasi
Daniel Hutagalung,ok,4,Puas,1,ok
Rossalonika Angeline,barusan kecewa berat aplikasi pesan makan warung tutup trus arah driver warung suruh bayar sesuai harga cantum pdhal harga beli murah suruh bayar platform fee biaya packing rugi total belanja ongkos kalo aplikasi baik maaf uninstall aplikasi,1,Tidak Puas,2,barusan kecewa berat aplikasi pesan makan warung tutup trus arah driver warung suruh bayar sesuai harga cantum pdhal harga beli murah suruh bayar platform fee biaya packing rugi total belanja ongkos kalo aplikasi baik maaf uninstall aplikasi
Fadillah Dedi Purnama,capek aplikasi gitu pesan trus instal lg baik layan,1,Tidak Puas,2,capek aplikasi gitu pesan trus instal lg baik layan
Ma Sri,best,5,Puas,1,best
Jakrut Chiqi,suka maxim harga jangkau bikin dompet tipis terima kasih tolong baik tampil maps apknya mleset rubah tampil biar customer suka make maxim,5,Puas,1,suka maxim harga jangkau bikin dompet tipis terima kasih tolong baik tampil maps apknya mleset rubah tampil biar customer suka make maxim
Risvhan,benerin maps posisi driver lokasi konsumen butuh cepat tunggu driver payahhh sdh bbrp kali pakai ngga dibenerin,1,Tidak Puas,2,benerin maps posisi driver lokasi konsumen butuh cepat tunggu driver payahhh sdh bbrp kali pakai ngga dibenerin
Sarifudin Hazrin Hiola,mapsnya sesuai update google maps kayak maps,3,Netral,0,mapsnya sesuai update google maps kayak maps
P adu Akun google,inti jelek cok apk bug asli,1,Tidak Puas,2,inti jelek cok apk bug asli
02 Andini Putri Dinata,aplikasi bagus efektif karna bayar makan maxim wallet karna metode non tunai maxim wallet guna aplikasi muas semangat moga lengap fiturnya,4,Puas,1,aplikasi bagus efektif karna bayar makan maxim wallet karna metode non tunai maxim wallet guna aplikasi muas semangat moga lengap fiturnya
Samsul acul,ngomong jalan murah emang mobil motor service bensin driver nanggung kecuali driver kariawan ngomong tawar murah ganti ban paylater aplikasi ojol nyekik driver ijo oren kuning,1,Tidak Puas,2,ngomong jalan murah emang mobil motor service bensin driver nanggung kecuali driver kariawan ngomong tawar murah ganti ban paylater aplikasi ojol nyekik driver ijo oren kuning
muntaha mumun,ok,5,Puas,1,ok
Sultan Mh,titik jemput salah kecewa,2,Tidak Puas,2,titik jemput salah kecewa
Trap Rezpector,tolong fitur kirim foto driver langgan,5,Puas,1,tolong fitur kirim foto driver langgan
Ruli Mutahar,aplikasi sy tdk pergi pakai maxim aplikasi pesan otorisasi ok salah,1,Tidak Puas,2,aplikasi sy tdk pergi pakai maxim aplikasi pesan otorisasi ok salah
Maryana Maryana,,5,Puas,1,
Putradaerah 04,akurasi maps,3,Netral,0,akurasi maps
Scania 92100,driver malas gimana ya order sampe nunggu menit kali ganti driver,1,Tidak Puas,2,driver malas gimana ya order sampe nunggu menit kali ganti driver
Reza pramana putra,min tolong tutup daftar driver bike kota makassar tolong banget mah,5,Puas,1,min tolong tutup daftar driver bike kota makassar tolong banget mah
breemer petroil,order pas mobil cek harga jd hadeh gmn ni g percaya ni maxim,1,Tidak Puas,2,order pas mobil cek harga jd hadeh gmn ni g percaya ni maxim
Ari Purwanto,oke murah klo mudah order drivernya,5,Puas,1,oke murah klo mudah order drivernya
sigit sablon,,4,Puas,1,
Akbar noob,maafin ya pencet,5,Puas,1,maafin ya pencet
patricia Hutabarat,gajelas kalo emang posisi driver ngga kasi notif menit brapa menit sampe nyata sampe menit driver sampe titik jemput,1,Tidak Puas,2,gajelas kalo emang posisi driver ngga kasi notif menit brapa menit sampe nyata sampe menit driver sampe titik jemput
Blue Squirrel,harga murah app mending bayar tunai isi saldo saldo potong pemberitahuan,1,Tidak Puas,2,harga murah app mending bayar tunai isi saldo saldo potong pemberitahuan
R Hasyim,aplikasi depan profit tugas kantor guna adu driver jawab akan akam copaz minimal dikit kerja biar liat bales chat copaz tolol,1,Tidak Puas,2,aplikasi depan profit tugas kantor guna adu driver jawab akan akam copaz minimal dikit kerja biar liat bales chat copaz tolol
Faiz,tchh mending si,1,Tidak Puas,2,tchh mending si
Anita Utami,sy nambah kaspro tdk masuk tlg dtindak lanjut,1,Tidak Puas,2,sy nambah kaspro tdk masuk tlg dtindak lanjut
Ghina Alya,driver adab cancel pesan maaf alas marah cancel maaf sudi olah tumpang erti,2,Tidak Puas,2,driver adab cancel pesan maaf alas marah cancel maaf sudi olah tumpang erti
Hani SM,pake maxim walet uang hilang pake,1,Tidak Puas,2,pake maxim walet uang hilang pake
Dahlan 23,jelek,5,Puas,1,jelek
restu ginanjar,min driver mu aneh aneh dah biaya tambah harga aplikasi tolong kondisi disiplin min resah syekalee pungli,5,Puas,1,min driver mu aneh aneh dah biaya tambah harga aplikasi tolong kondisi disiplin min resah syekalee pungli
Bino Marco,terimakasih order maksimal aplikasi driver bunuh,1,Tidak Puas,2,terimakasih order maksimal aplikasi driver bunuh
Adip Mudai,mantap coba langsung gas ken,5,Puas,1,mantap coba langsung gas ken
MUHAMMAD UFRAN MUHAMMAD UFRAN,banget nyari kemudi menit nunggu kemudi,3,Netral,0,banget nyari kemudi menit nunggu kemudi
andhika Ridwan,jalan deteksi aplikasi pantau jalan anak kecewa sistem tanda jalan aman keluarga cs respons keluh recommended,1,Tidak Puas,2,jalan deteksi aplikasi pantau jalan anak kecewa sistem tanda jalan aman keluarga cs respons keluh recommended
abil Ramadan sidiq,butuh maxim tolong tingkat sabar tuk driver tunggu karna karna kalo kena cas rugi,5,Puas,1,butuh maxim tolong tingkat sabar tuk driver tunggu karna karna kalo kena cas rugi
Ahda Wiyah,bagus,5,Puas,1,bagus
Rama Mushlih Al-Jundi,aplikasi ya bagus driver ya ramah,5,Puas,1,aplikasi ya bagus driver ya ramah
Makario Rio,aplikasi cargo rincian kirim,1,Tidak Puas,2,aplikasi cargo rincian kirim
Bang Ron Remot,murah layan,5,Puas,1,murah layan
Mickey,media cari rezeki,5,Puas,1,media cari rezeki
Wiwi Wiharyanti,knp pesan ojol jas hujannnnnnnnnnnnnnnn voucher pakai apk potong kt drivernya ttp harga potongannnnn,1,Tidak Puas,2,knp pesan ojol jas hujannnnnnnnnnnnnnnn voucher pakai apk potong kt drivernya ttp harga potongannnnn
Chandrasapnan 24,good,5,Puas,1,good
Yossi Nurcahya,best,5,Puas,1,best
Ar Ryn,susah cari laksana pesan makan laksana jam,1,Tidak Puas,2,susah cari laksana pesan makan laksana jam
Sandry Efendy,promo teruss,5,Puas,1,promo teruss
Batu Kaca,kode susah masuk,1,Tidak Puas,2,kode susah masuk
Arme Diyansah,mantap,5,Puas,1,mantap
ilham dhani,dapet bonus apuss apuss wkwkwk,1,Tidak Puas,2,dapet bonus apuss apuss wkwkwk
Benny Samuel,murah cepat,5,Puas,1,murah cepat
pino kun,aplikasi buruk bohong ktanya dapet bayar bayar x cash,1,Tidak Puas,2,aplikasi buruk bohong ktanya dapet bayar bayar x cash
Radit Xiomi,,1,Tidak Puas,2,
Dela Rassikha,bagus sangakt murah mengunakan maxim kendala sistem top ewalletnyaa top saldo langsung kirim butuh tolong baik,3,Netral,0,bagus sangakt murah mengunakan maxim kendala sistem top ewalletnyaa top saldo langsung kirim butuh tolong baik
Regina Rohman,ok,5,Puas,1,ok
Islam Hijau,alhamdulillah,5,Puas,1,alhamdulillah
Pricilia Putri,tolong betul sistem harga hp tumpang hp driver beda beda tipis bingung emang niat ngasih potong mending gausah cover doang rangin harga asli tetep,1,Tidak Puas,2,tolong betul sistem harga hp tumpang hp driver beda beda tipis bingung emang niat ngasih potong mending gausah cover doang rangin harga asli tetep
Ayu Lestari,driver ongkos tambah sesuai tarif maxim bilang murah sesuai jarak ya kalo gamau mah gausah ambil order kali gin tambah cancel ambil order offline biar kena potong,2,Tidak Puas,2,driver ongkos tambah sesuai tarif maxim bilang murah sesuai jarak ya kalo gamau mah gausah ambil order kali gin tambah cancel ambil order offline biar kena potong
Athena rahma,sumpahhh aplikasi bantu bangettt anak rantau kendara tempat rantau kalo pergi tinggal pake murah aplikasi belah drivernya ramah banget pokok aplikasi bestt bgttt dehhh,5,Puas,1,sumpahhh aplikasi bantu bangettt anak rantau kendara tempat rantau kalo pergi tinggal pake murah aplikasi belah drivernya ramah banget pokok aplikasi bestt bgttt dehhh
Panahatan S,bagus,5,Puas,1,bagus
Titin Alinti,klo bnyak biyaya cepat bgt,1,Tidak Puas,2,klo bnyak biyaya cepat bgt
Arens Jerikof,kereeen,5,Puas,1,kereeen
Ricky Dwi Nugroho,,5,Puas,1,
Santoso DJ,ok,5,Puas,1,ok
Muhammad Kemal,bagus,5,Puas,1,bagus
Maulidianur,cancel pesan sulit ngerti tolong ubah yaa,3,Netral,0,cancel pesan sulit ngerti tolong ubah yaa
Petrik Star,klo pesan jemput bintang cepat klo pesan makan beh cocok nih bintang lokasi balikpapan,1,Tidak Puas,2,klo pesan jemput bintang cepat klo pesan makan beh cocok nih bintang lokasi balikpapan
Paul Harmon,top ko nambah saldo tanggung dnk hadehh,1,Tidak Puas,2,top ko nambah saldo tanggung dnk hadehh
Rustam Rustam,aplikasi manusiawi drivernya biaya potong driver hasil driver kasi driver lapang aplikasi motongnya,1,Tidak Puas,2,aplikasi manusiawi drivernya biaya potong driver hasil driver kasi driver lapang aplikasi motongnya
Tatto Sandy,ok mantaplh,4,Puas,1,ok mantaplh
Mulyanto Hidayat,kacau order double,2,Tidak Puas,2,kacau order double
Irmamegasari,mesan makan cari driver susah batal habis,2,Tidak Puas,2,mesan makan cari driver susah batal habis
Putri Anjani,maxim putar putar map ngk peta mepnya,1,Tidak Puas,2,maxim putar putar map ngk peta mepnya
Siksa Kubur,aplikasi bagus banget gampang paham ribet harga murah ukur aplikasi ringan saran lokasi map biar mudah lancar,5,Puas,1,aplikasi bagus banget gampang paham ribet harga murah ukur aplikasi ringan saran lokasi map biar mudah lancar
arrz tube,iklan lu sarkas bener kejar duo ijo nohh driver lu bina gelap kirim barang hp langgan,1,Tidak Puas,2,iklan lu sarkas bener kejar duo ijo nohh driver lu bina gelap kirim barang hp langgan
Maulina Adi Panca,bagus,5,Puas,1,bagus
dede syahputra,susah nentuin alamat tuju ketik alamat muncul manual ngasih titik lawaakkk lu peta pas klis alamat titik otomatis pindah suruh nyari titik manual maju nih maxim wkwkwk lawak,1,Tidak Puas,2,susah nentuin alamat tuju ketik alamat muncul manual ngasih titik lawaakkk lu peta pas klis alamat titik otomatis pindah suruh nyari titik manual maju nih maxim wkwkwk lawak
Edwiel Djani,pesan makan klo dibatalin driver nerima pesan,1,Tidak Puas,2,pesan makan klo dibatalin driver nerima pesan
Aqilla shidqia Khairani,                                           ,1,Tidak Puas,2,
mona lisa,bintang bicara,5,Puas,1,bintang bicara
Mey Fullsun,kadang lalot,1,Tidak Puas,2,kadang lalot
Hedi Suhardiman,bantu,5,Puas,1,bantu
Ren Moci,error,1,Tidak Puas,2,error
Vhe Indul,cari kemudi ujung batal,2,Tidak Puas,2,cari kemudi ujung batal
Flow 4six,komentar komentar fiktif alias bot aplikasi sampah sbg tumpang order butuh jemput driver dekat jemput kasih driver posisi aku driver jemput krn tarif murah minim dapat driver tekor bbm biaya awat kendara tercover usaha kismin usaha sampah,1,Tidak Puas,2,komentar komentar fiktif alias bot aplikasi sampah sbg tumpang order butuh jemput driver dekat jemput kasih driver posisi aku driver jemput krn tarif murah minim dapat driver tekor bbm biaya awat kendara tercover usaha kismin usaha sampah
Annisa Fathiha,masukin nomor kirim pesan nomor nomor bisaa masukkkkkk,1,Tidak Puas,2,masukin nomor kirim pesan nomor nomor bisaa masukkkkkk
Bila Bila,maksim jemput,5,Puas,1,maksim jemput
Bayu M,good,5,Puas,1,good
Tirta Trisci,murah cepat jemput tumpang,5,Puas,1,murah cepat jemput tumpang
KanG IsAn,tumpang bayar cash praktis utang ya nominal knp tia,1,Tidak Puas,2,tumpang bayar cash praktis utang ya nominal knp tia
saya ultramen,ngasih driver jls kocak gua nungguin dibatalin,1,Tidak Puas,2,ngasih driver jls kocak gua nungguin dibatalin
Rosa Beu,bantu pokok mantap bagus,5,Puas,1,bantu pokok mantap bagus
Sahda Saputra,aplikasi bantu jalan,5,Puas,1,aplikasi bantu jalan
Septian Mulyadi,aplikasi optimal isi non tunai langsung masuk driver cash cocok dipake urgent mending aplikasi,1,Tidak Puas,2,aplikasi optimal isi non tunai langsung masuk driver cash cocok dipake urgent mending aplikasi
SAEPUL ALAM,titik lokasi tolong akuratin kasih fitur photo biar mudah nentuin lokasi kalo salah titik,3,Netral,0,titik lokasi tolong akuratin kasih fitur photo biar mudah nentuin lokasi kalo salah titik
Fatian Rafasya,mudah,5,Puas,1,mudah
Kastiah Kriswanti,mudah cepat aman,5,Puas,1,mudah cepat aman
dirga ri,login mu sulit xim maxim guna kecewa isi walet bayar non tunai potong apk,1,Tidak Puas,2,login mu sulit xim maxim guna kecewa isi walet bayar non tunai potong apk
bernadeta huik,top kaspro aplikasi masuk,1,Tidak Puas,2,top kaspro aplikasi masuk
Michael Ricche,nice,5,Puas,1,nice
Rama Dani,apk tolol driver etika langgan minim banget adab sopan santun kecewa maxim melihara driver kek gitu,1,Tidak Puas,2,apk tolol driver etika langgan minim banget adab sopan santun kecewa maxim melihara driver kek gitu
Hakiem Sedoputra,ok,5,Puas,1,ok
Djony Candra,,5,Puas,1,
Ade Rohman,driver bagus puas hati,5,Puas,1,driver bagus puas hati
Mila Susanti,murah cepat,5,Puas,1,murah cepat
Sari Erna,alami driver jemput contoh order tunggu cancel takut krn kunjung ganti driver tunggu berangkat menit proses order ojol lambat tuju mohon developer jaga privasi langgan komplain alam dimarahin driver,2,Tidak Puas,2,alami driver jemput contoh order tunggu cancel takut krn kunjung ganti driver tunggu berangkat menit proses order ojol lambat tuju mohon developer jaga privasi langgan komplain alam dimarahin driver
Djefry Lisapaly,ok,1,Tidak Puas,2,ok
Dimas Bob,cepat tanggap,5,Puas,1,cepat tanggap
Muhammad Asrori,aplikasi download banget buka,3,Netral,0,aplikasi download banget buka
Julyasky Julyasky,aplikasi maximku ya pergi enak pakai maxim cepat hapus download,5,Puas,1,aplikasi maximku ya pergi enak pakai maxim cepat hapus download
